code,year_month,month,unit_price,prod_code,Y,hc_cluster_1,hc_cluster_2,hc_cluster_3,hc_cluster_4,hc_cluster_5,hc_cluster_6,hc_cluster_7,hc_cluster_8,hc_cluster_9,hc_cluster_10,hc_cluster_11,hc_cluster_12,hc_cluster_13,hc_cluster_14,hc_cluster_15,hc_cluster_16,hc_cluster_17,hc_cluster_18,hc_cluster_19,hc_cluster_20,hc_cluster_21,hc_cluster_22,hc_cluster_23,hc_cluster_24,hc_cluster_25,hc_cluster_26,kmeans_cluster_0,kmeans_cluster_1,kmeans_cluster_2,kmeans_cluster_3,kmeans_cluster_4,kmeans_cluster_5,kmeans_cluster_6,kmeans_cluster_7,kmeans_cluster_8,kmeans_cluster_9,kmeans_cluster_10,kmeans_cluster_11,kmeans_cluster_12,kmeans_cluster_13,kmeans_cluster_14,kmeans_cluster_15,kmeans_cluster_16,kmeans_cluster_17,kmeans_cluster_18,kmeans_cluster_19,kmeans_cluster_20,kmeans_cluster_21,kmeans_cluster_22,kmeans_cluster_23,kmeans_cluster_24,kmeans_cluster_25,cat_code_0,cat_code_1,cat_code_2,cat_code_3,cat_code_4,cat_code_5,cat_code_6,cat_code_7,cat_code_8,cat_code_9,cat_code_10
3bc993e0f0c636e9aaaefa0356bdecc0,2016-12,12,149.74842105263158,3bc993e0f0c636e9aaaefa0356bdecc0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3bc993e0f0c636e9aaaefa0356bdecc0,2017-01,1,152.17648148148152,3bc993e0f0c636e9aaaefa0356bdecc0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3bc993e0f0c636e9aaaefa0356bdecc0,2017-02,2,145.55999999999997,3bc993e0f0c636e9aaaefa0356bdecc0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3bc993e0f0c636e9aaaefa0356bdecc0,2017-03,3,149.51,3bc993e0f0c636e9aaaefa0356bdecc0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3bc993e0f0c636e9aaaefa0356bdecc0,2017-04,4,142.68619999999999,3bc993e0f0c636e9aaaefa0356bdecc0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3bc993e0f0c636e9aaaefa0356bdecc0,2017-05,5,154.12755555555552,3bc993e0f0c636e9aaaefa0356bdecc0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3d21b63892749e921e3ff5818753bd67,2016-06,6,158.17709677419353,3d21b63892749e921e3ff5818753bd67,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3d21b63892749e921e3ff5818753bd67,2016-07,7,158.2180303030302,3d21b63892749e921e3ff5818753bd67,66,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3d21b63892749e921e3ff5818753bd67,2016-08,8,158.3271764705881,3d21b63892749e921e3ff5818753bd67,85,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3d21b63892749e921e3ff5818753bd67,2016-09,9,153.46350467289705,3d21b63892749e921e3ff5818753bd67,109,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3d21b63892749e921e3ff5818753bd67,2016-10,10,156.86618556701018,3d21b63892749e921e3ff5818753bd67,98,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3d21b63892749e921e3ff5818753bd67,2016-11,11,153.11274809160298,3d21b63892749e921e3ff5818753bd67,132,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3d21b63892749e921e3ff5818753bd67,2016-12,12,153.7523749999999,3d21b63892749e921e3ff5818753bd67,81,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3d21b63892749e921e3ff5818753bd67,2017-01,1,151.0348507462686,3d21b63892749e921e3ff5818753bd67,137,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3d21b63892749e921e3ff5818753bd67,2017-02,2,151.87044117647054,3d21b63892749e921e3ff5818753bd67,69,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3d21b63892749e921e3ff5818753bd67,2017-03,3,156.22843023255803,3d21b63892749e921e3ff5818753bd67,93,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3d21b63892749e921e3ff5818753bd67,2017-04,4,156.40086956521728,3d21b63892749e921e3ff5818753bd67,70,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3d21b63892749e921e3ff5818753bd67,2017-05,5,157.88009345794384,3d21b63892749e921e3ff5818753bd67,108,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3d3d13446c52ecaaed5d0bf55a933d4d,2016-06,6,306.25,3d3d13446c52ecaaed5d0bf55a933d4d,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3d3d13446c52ecaaed5d0bf55a933d4d,2016-07,7,295.32,3d3d13446c52ecaaed5d0bf55a933d4d,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3d3d13446c52ecaaed5d0bf55a933d4d,2016-08,8,275.87,3d3d13446c52ecaaed5d0bf55a933d4d,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3d3d13446c52ecaaed5d0bf55a933d4d,2016-09,9,258.995,3d3d13446c52ecaaed5d0bf55a933d4d,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3d3d13446c52ecaaed5d0bf55a933d4d,2016-10,10,254.465,3d3d13446c52ecaaed5d0bf55a933d4d,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3d3d13446c52ecaaed5d0bf55a933d4d,2016-11,11,254.68552631578945,3d3d13446c52ecaaed5d0bf55a933d4d,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3d3d13446c52ecaaed5d0bf55a933d4d,2016-12,12,251.280625,3d3d13446c52ecaaed5d0bf55a933d4d,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3d3d13446c52ecaaed5d0bf55a933d4d,2017-01,1,237.43099999999998,3d3d13446c52ecaaed5d0bf55a933d4d,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3d3d13446c52ecaaed5d0bf55a933d4d,2017-02,2,250.9675,3d3d13446c52ecaaed5d0bf55a933d4d,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3d3d13446c52ecaaed5d0bf55a933d4d,2017-03,3,248.16138888888887,3d3d13446c52ecaaed5d0bf55a933d4d,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3d3d13446c52ecaaed5d0bf55a933d4d,2017-04,4,245.02833333333334,3d3d13446c52ecaaed5d0bf55a933d4d,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3d3d13446c52ecaaed5d0bf55a933d4d,2017-05,5,239.68999999999997,3d3d13446c52ecaaed5d0bf55a933d4d,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3da22f1b88a20ea8efc3d83fcb872e21,2016-08,8,1000.6833333333333,3da22f1b88a20ea8efc3d83fcb872e21,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3da22f1b88a20ea8efc3d83fcb872e21,2016-09,9,811.2401041666666,3da22f1b88a20ea8efc3d83fcb872e21,96,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3da22f1b88a20ea8efc3d83fcb872e21,2016-10,10,862.5246376811593,3da22f1b88a20ea8efc3d83fcb872e21,70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3da22f1b88a20ea8efc3d83fcb872e21,2016-11,11,837.9888524590172,3da22f1b88a20ea8efc3d83fcb872e21,61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3da22f1b88a20ea8efc3d83fcb872e21,2016-12,12,936.5309999999997,3da22f1b88a20ea8efc3d83fcb872e21,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3da22f1b88a20ea8efc3d83fcb872e21,2017-01,1,937.22375,3da22f1b88a20ea8efc3d83fcb872e21,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3da22f1b88a20ea8efc3d83fcb872e21,2017-02,2,943.2888888888888,3da22f1b88a20ea8efc3d83fcb872e21,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3da22f1b88a20ea8efc3d83fcb872e21,2017-03,3,950.9068421052633,3da22f1b88a20ea8efc3d83fcb872e21,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3da22f1b88a20ea8efc3d83fcb872e21,2017-04,4,942.8908333333333,3da22f1b88a20ea8efc3d83fcb872e21,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3da22f1b88a20ea8efc3d83fcb872e21,2017-05,5,919.583125,3da22f1b88a20ea8efc3d83fcb872e21,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
40bddb00475d65eddb68e9aeb6fab0de,2016-06,6,147.9533333333333,40bddb00475d65eddb68e9aeb6fab0de,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40bddb00475d65eddb68e9aeb6fab0de,2016-07,7,147.63271428571437,40bddb00475d65eddb68e9aeb6fab0de,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40bddb00475d65eddb68e9aeb6fab0de,2016-08,8,147.66869565217385,40bddb00475d65eddb68e9aeb6fab0de,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40bddb00475d65eddb68e9aeb6fab0de,2016-09,9,150.66330645161284,40bddb00475d65eddb68e9aeb6fab0de,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40bddb00475d65eddb68e9aeb6fab0de,2016-10,10,151.82821428571427,40bddb00475d65eddb68e9aeb6fab0de,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40bddb00475d65eddb68e9aeb6fab0de,2016-11,11,149.8581415929202,40bddb00475d65eddb68e9aeb6fab0de,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40bddb00475d65eddb68e9aeb6fab0de,2016-12,12,149.12448275862067,40bddb00475d65eddb68e9aeb6fab0de,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40bddb00475d65eddb68e9aeb6fab0de,2017-01,1,148.8450975000007,40bddb00475d65eddb68e9aeb6fab0de,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40bddb00475d65eddb68e9aeb6fab0de,2017-02,2,142.54512499999987,40bddb00475d65eddb68e9aeb6fab0de,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40bddb00475d65eddb68e9aeb6fab0de,2017-03,3,136.54333333333332,40bddb00475d65eddb68e9aeb6fab0de,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40bddb00475d65eddb68e9aeb6fab0de,2017-04,4,149.60330188679242,40bddb00475d65eddb68e9aeb6fab0de,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40bddb00475d65eddb68e9aeb6fab0de,2017-05,5,150.3131951219513,40bddb00475d65eddb68e9aeb6fab0de,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40d98a2375332cb635d4cb28ab68e087,2016-07,7,287.96130434782606,40d98a2375332cb635d4cb28ab68e087,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40d98a2375332cb635d4cb28ab68e087,2016-08,8,336.7366666666666,40d98a2375332cb635d4cb28ab68e087,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40d98a2375332cb635d4cb28ab68e087,2016-09,9,334.15500000000003,40d98a2375332cb635d4cb28ab68e087,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40d98a2375332cb635d4cb28ab68e087,2016-10,10,321.5364102564102,40d98a2375332cb635d4cb28ab68e087,39,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40d98a2375332cb635d4cb28ab68e087,2016-11,11,332.57666666666654,40d98a2375332cb635d4cb28ab68e087,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40d98a2375332cb635d4cb28ab68e087,2016-12,12,333.9202272727271,40d98a2375332cb635d4cb28ab68e087,44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40d98a2375332cb635d4cb28ab68e087,2017-01,1,333.66999999999985,40d98a2375332cb635d4cb28ab68e087,39,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40d98a2375332cb635d4cb28ab68e087,2017-02,2,340.6855172413792,40d98a2375332cb635d4cb28ab68e087,29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40d98a2375332cb635d4cb28ab68e087,2017-03,3,335.12314285714274,40d98a2375332cb635d4cb28ab68e087,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40d98a2375332cb635d4cb28ab68e087,2017-04,4,331.5420588235293,40d98a2375332cb635d4cb28ab68e087,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40d98a2375332cb635d4cb28ab68e087,2017-05,5,333.2493749999999,40d98a2375332cb635d4cb28ab68e087,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
411e1404e183718207628232e91ce5a9,2016-07,7,425.287,411e1404e183718207628232e91ce5a9,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
411e1404e183718207628232e91ce5a9,2016-08,8,394.0133333333333,411e1404e183718207628232e91ce5a9,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
411e1404e183718207628232e91ce5a9,2016-09,9,346.31,411e1404e183718207628232e91ce5a9,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
411e1404e183718207628232e91ce5a9,2016-10,10,396.0544444444445,411e1404e183718207628232e91ce5a9,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
411e1404e183718207628232e91ce5a9,2016-11,11,412.64,411e1404e183718207628232e91ce5a9,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
411e1404e183718207628232e91ce5a9,2016-12,12,370.4822222222222,411e1404e183718207628232e91ce5a9,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
411e1404e183718207628232e91ce5a9,2017-01,1,370.5128571428572,411e1404e183718207628232e91ce5a9,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
411e1404e183718207628232e91ce5a9,2017-02,2,372.44199999999995,411e1404e183718207628232e91ce5a9,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
